texto,label_maltrato,label_violacion_del_deber_de_cuidado,label_situaciones_de_riesgo,label_abuso_sexual,label_negligencia
" A través de la Línea 147 Fono Ayuda se comunicó SUJETO  desde el XXXXX el mismo reside en el distrito de XXXX  y refirió cuanto sigue;  Que el padre del niño NNA   de 9 años de edad quien reside con la madre; SUJETO de 37 años de edad y el padrastro; SUJETO.   Que el padre tiene Régimen de Relacionamiento vía judicial con el niño y que la madre obstaculizaría dicho relacionamiento; ""las veces que voy a buscar a mi hijo ella me dice que él no está y cuando intento comunicarme o saber sobre él ella no me responde el teléfono ni los mensajes"" refirió. Respecto de la Asistencia Alimenticia el padre indicó que también lo est á cumpliendo vía judicial.   Que el padre estaría preocupado por la situación de vida del niño ya que considera que habría descuido por parte de la madre en varios aspectos de la crianza del niño; ""ella no me da participación no me permite estar involucrado en la crianza de mi hijo no me entero de nada a no ser que terceras personas me cuenten porque las pocas veces que le veo a mi hijo yo le pregunto y él no me quiere contar nada se nota que no quiere hablar para no perjudicar a su mam á"" refirió.   Que el niño se vería afectado psicológicamente debido a las peleas constantes entre la madre y el padrastro; ""no sabría decirte si se pegan pero a mí me contaron que se gritan mucho frente a él"" indicó.   Que el niño tendría arrebatos de violencia; ""desde la Escuela ya le mandaron llamar varias veces a la mam á porque él habría reaccionado con violencia hacia otro niño y las veces que el se pone nervioso tira todas las cosas tiene esa conducta"" refirió. Se le consultó en qué situaciones el niño se pone nervioso y refirió que por ejemplo cuando se le quiere limitar el uso del celular.   Que el niño usa dispositivo desde hace 3 años que la abuela materna le habría regalado cuando tenía 6 años de edad; ""yo nunca estuve de acuerdo y la mam á me dijo que como yo fui yo quien le compró el celular no tengo derecho de opinar"" indicó.  Que el niño usaría una cuenta en Tik Tok donde sube videos; ""él se graba a sí mismo bailando esas canciones de narco y eso y sube a Tik Tok eso sabe su mam á"" refirió.   Que la madre tendría el h ábito de salir con frecuencia de la casa y dejaría al niño solo; ""me preocupa porque parece que le suele dejar solo hasta las nueve de la noche y eso así me cuentan"" indicó aclaró que la madre no tendría empleo fuera de la casa y que saldría con fines de recreación.   Que desconoce si habría maltrato físico hacía el niño en la vivienda; ""eso ya no sé no me enteré de algo parecido lo que sí sé es que las veces que ellos se pelean el padrastro se va por un rato de la casa y le suele escribir a mi hijo para preguntarle qué hace su mam á si salió con quien salió y esas cosas"" indicó.   Que el niño est á escolarizado en la Escuela Privada Espíritu Santo 4to Grado turno mañana.   Se orientó al padre que debe comunicar el incumplimiento del régimen de relacionamiento por parte de la madre que desde este Servicio se remitir á la situación de vulneración de derechos del niño a las instancias intervinientes.",1,1,0,0,0
" A través de la Línea 147 Fono Ayuda se reportó de manera confidencial la siguiente situación;  La mujer que llamó a este Servicio indicó; ""ac á en  XXXXX una mujer le dio su hija de 2 años a un jubilado de 70 años le dio a cambio de dinero"" refirió.   Se clarificó con la mujer si lo que est á indicando es que la madre habría vendido su hija a un hombre que no tiene ning ún vínculo con ella? Y refirió que sí.  Al consultarle con quién vive la niña se aclaró la situación; refirió que la niña vive con la madre y que el hombre mencionado habría reconocido a la niña quedando así como el padre legal pero sin ser el padre biológico y que pagó por ese hecho a la madre de la niña se le consultó cómo se sabe que el hombre no es padre biológico de la niña y no supo responder solo indicó que porque la mujer vivía hasta hace poco con otro hombre.   Que a ella es conocida de ambos tanto de la madre de la niña como del hombre jubilado que la reconoció y que recientemente se enteró de lo ocurrido y que le llama la atención con qué finalidad la mujer habría permitido que el hombre reconociera a la niña; ""me preocupa que ahora la esposa del señor se enteró y no sé qué pueda pasar con la niña qué va a hacer la mam á sería bueno que se investigue si hubo o no un romance entre ellos"" refirió.   Se clarificó con el recurrente por qué sería preocupante que la esposa del hombre se haya enterado que acaso implica un riesgo para la niña? Refirió que no que no fue eso lo que decir.   Se consultó a la recurrente si la mujer tiene otros hijos y refirió que sí que en total tiene cuatro hijos; uno que ya es mayor de edad 20 años un varón de 9 años una niña de 7 años y la niña de 2 años en cuestión.   Se le consultó si aparte de la situación que a ella le preocupa habría vulneración de derechos de los niños y niñas como por ejemplo maltrato o algo parecido refirió que ella no tiene conocimiento de nada de eso que solo le ocupa el tema de la niña y el reconocimiento por parte del hombre jubilado.   Indicó que la madre se llama; SUJETO no conoce nombres del niño de 9 años y la niña de 7 años solo de la niña de 2 años; NNA el hombre jubilado que reconoció a la niña se llama SUJETO  y que aun no se ha hecho la adhesión del apellido. ",0,0,0,0,0
" A través de la Línea 147   Servicio Fono Ayuda se recepciona una comunicación referente a la siguiente situación: En la dirección mencionada se encontraría residiendo una pareja &mdash;de cuyos datos personales se desconocen&mdash; junto a un bebé de pocos meses de nacido. Seg ún la información recibida estas personas habrían llegado recientemente a la comunidad y estarían habitando en un inmueble cuya propiedad pertenecería a un conocido de la zona una persona adulta mayor apodada ""SUJETO"".    El lugar en cuestión cuenta con tres piezas que el propietario alquila por día. Sin embargo se reporta que en el sitio concurren a diario personas de ambos sexos tanto adolescentes como adultos quienes acuden para preparar y consumir sustancias psicoactivas como marihuana cocaína y crack. El inmueble presenta murallas altas y se observa que quienes ingresan al lugar luego salen en estado de intoxicación por drogas y/o en estado etílico.    Respecto al padre del niño se menciona que sería un consumidor conocido y que actualmente se encuentra aprehendido aunque se desconocen los motivos de su detención. En cuanto a la madre no se tiene certeza sobre si consume sustancias pero se estima que tendría entre 18 y 20 años. Se presume adem ás que podría tener otros hijos quienes serían vistos solo en determinados momentos pero que ya no se los observa.    Se señala que el bebé llora diariamente de manera constante. La madre habría manifestado que el niño nació con dos dientes lo que le ocasionaría heridas en la lengua al morderse situación que dificultaría su alimentación. El bebé no estaría siendo alimentado con leche materna sino con leche de fórmula mediante biberón.    Asimismo se informa que la pareja junto al bebé no pernoctan en las habitaciones dispuestas para alquiler sino en un corredor con un pequeño galpón lo cual representa una situación de alta vulnerabilidad.",0,1,1,0,1
"Se ha comunicado con el servicio el Sr.SUJETO  quien manifestó que en la ciudad de XXXXX específicamente en la zona de XXXX frente al local de XXXXX se encontraba un adolescente durmiendo en la vía p ública y con aparente dolor abdominal.
   
Seg ún lo referido por el Sr.SUJETO al acercarse e intentar despertar al adolescente este le solicitó que se comunicara con la línea 147. El 
adolescente
 se identificó como  NNA de 16 años de edad y expresó que no podía movilizarse debido al malestar físico que presentaba
 estuve consumiendo refiriéndose que esta bajo efectos de droga
. Asimismo manifestó su dese
a
 de ser trasladado a
 REFUGIO",0,0,0,0,0
" A través de la Línea 147 Fono Ayuda se reportó de manera confidencial la siguiente situación;  Que se tiene conocimiento de que los niños NNA de 8 años y NNA de 5 años viven con su madre;  SUJETO  de 27 años en casa de los abuelos maternos. Que el padre de los niños es  SUJETO de 35 años no reside en la misma vivienda estaría separado de la madre de los niños.   Que la madre de los niños sale con frecuencia de la casa sobre todo en las noches dejando a sus hijos en la casa donde también est á la abuela materna que la misma atiende a los niños pero que tendría problemas de salud lo que le dificultaría atenderlos de manera adecuada.  Que la madre no proveería alimentos a sus hijos en tiempo y forma ya que dormiría hasta el medio día por desvelarse en las noches durante las ""farras"" seg ún refirió.   Que también habría ocasiones en las que la madre llevaría a los niños con ella que tienen su casa propia donde no residen que la madre solo iría de vez en cuando llevaría a sus hijos y que habría m úsica fuerte y consumo de alcohol lo que desvelaría a los niños seg ún indicó.   Que el padre por su parte retiraría a los niños de casa de la abuela materna los fines de semana y los llevaría a su casa pero que no compartiría tiempo con ellos que los dejaría con la abuela paterna indicó.   Que no habría maltrato físico hacía los niños por parte de los padres.   Que los niños est án escolarizados en la Escuela XXXX segundo grado turno mañana y pre escolar turno tarde respectivamente.   Se solicita verificación de las condiciones de vida de los niños y si es necesaria la advertencia a los padres de los mismos. ",0,1,0,0,0
" A través de la Línea 147 Fono Ayuda se reportó de manera confidencial la siguiente situación;  Que en la B ásica XXXXX se daría una situación relacionada con el almuerzo escolar resulta que las porciones que llegarían a la cada alumno/a serían muy pocas y los niños/as quedarían insatisfechos seg ún refirió.   Que la institución educativa mencionada tendría pocos alumnos matriculados; ""no llega ni a quince la cantidad de matriculados a la mañana con como siete y a la tarde algo así no mas también deberían alcanzar bien la comida para todos porque son muy pocos"" refirió.   Que ciertamente los padres aun no han conversado con la directora de la escuela por lo que se desconoce cu ál sería el motivo por el que la comida sea tan poca que años anteriores no era así seg ún refirió.   Que la institución cuenta con una directora de nombre SUJETO  y una sola docente de nombre SUJETO se desconocen sus apellidos.   Que la modalidad de la institución es plurigrado donde todos los matriculados comparten la misma aula a cargo de la misma docente lamentó que en esa modalidad poco o nada aprenden los niños y las niñas seg ún refirió.   Desde el Servicio se solicita a la CODENI local de ser posible interiorizarse sobre la situación del almuerzo escolar ya que desconoce el motivo por el cual se habrían reducido las porciones por niño/a. ",0,0,0,0,0
 A través de la Línea 147 Fono Ayuda se comunica una persona de manera confidencial y reporta la siguiente situación: Que la señora SUJETO de 34 años sería la madre del niño NNA  de 13 años la niña NNA de 5 años de edad que adem ás en la vivienda viviría una niña cuyo nombre es NNA de 12 años se desconoce que vínculo tendría con la niña.  Que la señora SUJETO  frecuentaría una vivienda particular  con sus hijos desde las 16; 00 aproximadamente  hasta altas horas de la noche  y madrugada y  que el niño NNA repartiría la cerveza a las personas que frecuentan el lugar  mientras que la madre practicaría los juegos.   El nombre del dueño de la casa  sería SUJETO que en la casa habría todo tipo de juegos de azahar apuestas  tragamonedas  juego de cartas y otros.  Agrega que adem ás  en la casa frecuentaría varias personas adultas a practicar los juegos y a ingerir bebidas alcohólicas hasta altas horas de la noche.   Que adem ás la madre también consumiría bebidas alcohólicas y les trasladarían en moto a los niños corriendo riesgo de accidentarse y que portaría arma de juegos.  Las niñas estarían matriculadas en la escuela XXXXX desconoce   ,0,1,0,0,0
 A través de la Línea 147 Fono Ayuda se comunica una persona de manera confidencial y  reporta la siguiente situación: Que en la dirección mencionada m ás arriba viviría la señora SUJETO de 39 años con su hijo NNA  de 13 años de edad.  El padre del niño es el señor SUJETO quien se encuentra en prisión desde hace 7 años por robo agravado.   Se refiere que el niño se encontraría en estado de vulnerabilidad de parte de la madre ya que la madre le dejaría por dos o tres días solo en el domicilio quien la misma se iría en la casa de su novio quien reside en otro barrio.   Que el niño tendría amigos quienes serían niños y que en ocasiones se quedarían a  dormir en su domicilio que los niños vapearían hasta altas horas de la noche. Desconoce los datos de los otros niños pero que serían vecinos.  Por otro lado refiere que la madre  se dedica a la venta de frutas y verduras y cuando regresa  en el domicilio  el niño sale a  vender las frutas y verduras por el barrio. En cuanto a la alimentación el niño no se  alimentaría adecuadamente y que solo en la escuela se alimentaría.   Por  último refiere que este caso es de  hace  como 6 meses  aproximadamente que la madre le deja solo al niño en la casa   El niño estaría matriculado en la escuela  B ásica N úmero XXX  XXXX del Barrio XXXX en el turno tarde  pero que tendría una asistencia irregular  que la madre no le acompañaría en su proceso de aprendizaje  que NNA se va solo cuando el quiere .  ,0,1,0,0,0
 A través de la Línea 147 Fono Ayuda se comunica la señora SUJETO del XXXXX  y reporta la siguiente situación: Que en la dirección mencionada masa arriba se encontraría un adolescente de aproximadamente 15 años quien se encuentra sentado en la vereda de BIGGIE.   Que el adolescente le habría solicitado llamar al 147 y solicitar traslado a refugio.   Desde el servicio se deriva a DRI CALLE .,0,0,0,0,0
 A través de la línea 147 Fono Ayuda se comunicó una persona solicitando la confidencialidad de sus datos y reportó la siguiente situación: Que la niña NNA de 10 año estaría viviendo con la madre y el padrastro en la ciudad de XXXXX en el Barrio XXXXX desconoce datos de los mismos Como también desconoce ubicación del domicilio.   Refiere que la niña no recibe los cuidados que necesita por parte de la madre y el padrastro  que todos los días es vista deambular desde la tardecita  y entrada la noche en compañía del padrastro el Sr. acude junto con la niña a lugares donde se compra estupefaciente el Sr. es adicto a las drogas y lleva a la niña con él para comprarlos la niña NNA es una niña rubia de 10 años aproximadamente de muy bajo peso y jam ás es vista en compañía de la madre para ubicarla solo se tiene datos de la escuela donde acude es la Escuela XXXXX  del Barrio XXXX de XXXXX.   Se solicita a los consejeros de la CODENI realizar acciones en favor de la niña a modo de lograr ubicarla y poder solicitar protección a las instancias correspondientes.   ,0,1,1,0,0
 A través de la línea 147 Fono Ayuda se comunicó una persona solicitando la confidencialidad de sus datos y reportó la siguiente situación: Que la niña NNA de 10 año estaría viviendo con la madre y el padrastro en la ciudad de XXXXX en el Barrio XXXXX desconoce datos de los mismos Como también desconoce ubicación del domicilio.   Refiere que la niña no recibe los cuidados que necesita por parte de la madre y el padrastro  que todos los días es vista deambular desde la tardecita  y entrada la noche en compañía del padrastro el Sr. acude junto con la niña a lugares donde se compra estupefaciente el Sr. es adicto a las drogas y lleva a la niña con él para comprarlos la niña NNA es una niña rubia de 10 años aproximadamente de muy bajo peso y jam ás es vista en compañía de la madre para ubicarla solo se tiene datos de la escuela donde acude es la Escuela XXXXX  del Barrio XXXX de XXXXX.   Se solicita a los consejeros de la CODENI realizar acciones en favor de la niña a modo de lograr ubicarla y poder solicitar protección a las instancias correspondientes.   ,1,0,0,0,0
" A través de la Línea Fono Ayuda se comunicó SUJETO desde el XXXXX y refirió cuanto sigue;  Que tiene conocimiento de que personas vecinas a su domicilio estarían vulnerando los derechos de sus hijos e hijas.   Que en la vivienda en cuestión residen tres mujeres adultas; SUJETO SUJETO y SUJETO cada una con sus respectivos hijos/as adem ás en la casa residen el abuelo materno a quien se le conoce como ""SUJETO"" se llama SUJETO y un tío materno de los niños/as.   Que desconoce datos completos de las mencionadas personas y no sabría decir quien es hijo/a de quien que observa que en la vivienda hay dos niñas de entre 2 y 6 años respectivamente una de las niñas se llamaría NNA  (no sabe cu ál) y dos niños de entre 3 y 4 años respectivamente uno de los niños se llamaría NNA  (no sabe cu ál).  Que la situación vivenciada a diario por las niñas y los niños sería de constante maltrato físico y psicológico de parte de las mujeres (sus madres) que les pegan habitualmente y que los llantos y gritos de las niñas y los niños son angustiantes que él mismo se habría acercado varias veces a hablarle al abuelo materno que es el dueño de casa para indicarle que es maltrato la manera en que se le trata a sus nietos y que el hombre asintió pero que nunca cambió la situación.   Que la niña de aproximadamente 6 años de edad no acude a la escuela; ""yo no veo que vaya a la escuela no le mandan"" indicó.   Que no se conocen datos de los padres de las niñas y los niños; ""ellas son madres solteras"" indicó.   Que al momento de la llamada no se observaba a nadie en la casa de las niñas y los niños para consultarle sobre sus datos que por ese motivo no puede proveerlos con m ás especificidad.  ",1,1,0,0,0
" A través de la Línea 147 Fono Ayuda se comunicó SUJETO desde el XXXXXX y refirió cuanto sigue;  Que es madre de cinco hijos/as; NNA de 16 años NNA  de 14 años NNA de 13 años NNA de 9 años y NNA de 2 años.  Que anteriormente ella y su familia era beneficiaria del Programa Abrazo pero que le habrían instado a renunciar seg ún sus palabras a tal beneficio.  Que recientemente en la calle habría sido abordada por instancias de la Niñez y la Adolescencia; ""me llevaron todos mis hijos le llevaron a Kuarahy Resé"" refirió.   Que luego de una semana sus hijos volvieron con ella; ""ahora les tengo todo otra vez conmigo y quiero ver para cobrar algo quiero entrar otra vez a Abrazo"" refirió.   Que ella se dedica al reciclaje que para ello sale a diario de su casa desde las 7 hasta las 9 am; ""les llevo a mis hijos a la escuela y ya me voy de lunes a viernes es así"" indicó.   Que sus hijos/as est án escolarizados en la Escuela y Colegio NNNN.   ",0,0,0,0,0
 A través de la Línea 147 Fono Ayuda se comunica la señora  SUJETO  del teléfono XXXXX    y refiere la siguiente situación: Que en la dirección mencionada m ás arriba estaría un niño de P O de aproximadamente 7 años que estaría pidiendo dinero.  Desde el servicio se deriva a DRI CALLE.  ,0,0,0,0,0
" Al inicio de la comunicación se expresa con palabras obscenas refiriendo ser agente de policía al consultarle su edad refiere tener 15 años al poco tiempo indica tener 40 años indica que su nombre es NNA/SUJETO  expresando que es ""hermano del orientador social y su nombre su apellido es NNA/SUJETO"" también la línea de ómnibus que pasa por su domicilio es la que lleva a XXXXX   En un momento dado habla con una persona llam ándole ""tía"" luego corta la comunicación.  En la siguiente llamada expresa que su tía se llama SUJETO reside con su ""esposa"" de nombre ""SUJETO"" y que volver á a comunicarse para hablar.    ",0,0,0,0,0
 A través de la Línea 147 Fono Ayuda se comunica la señora SUJETO desde el  Teléfono XXXXXX indica quién sería la tía materna y refiere cuanto sigue: Que en la dirección referida estarían viviendo el niño NNA  de 4 años de edad y la niña NNA de 6 años con su madre la señora SUJETO  de 34 años .  La adolescente NNA de 15 años de edad también es hija de la misma pero est á al cuidado de la abuela materna la señora  SUJETO  de 50 años aproximadamente desde edad aproximada 5 años  la misma viviría a tres casas del domicilio de su hija SUJETO.  Se refiere que la niña y el niño estarían siendo vulnerados por la madre.   Que en la fecha de ayer 09/05 los niños se habrían quedado solos en el domicilio que la madre en horas de la tarde ya habría salido  y  no regreso y que en la mañana de hoy 10/05 los niños llegaron al domicilio de la abuela  mencionando  que se durmieron solos.  Que seg ún la abuela sería la primera vez que ella tendría conocimiento de que los niños se durmieron solos.  Por otro lado se refiere que la madre en varias ocasiones les dejaría solos en la casa por dos o tres horas.  Por  último se le orienta indicarle a la señora  SUJETO que debe gestionar la guarda de la adolescente.  ,0,1,0,0,0
  A través de la Línea 147 Fono Ayuda se comunica la señora SUJETO desde el teléfono XXXXXX quien sería la madre y refiere cuanto sigue:  Que en la dirección m ás arriba referida estaría viviendo la adolescente  NNA  de 15 años con su madre.  Indica que la adolescente tendría una relación que configuraría  el delito Estupro  con SUJETO  de 20 años que seg ún la madre la adolescente fue seducido por el adulto y abusando de la misma y que seg ún la madre esto se daría desde hace 1 año aproximadamente.   Que en fecha 03/03/2025 la adolescente se habría escapado de su domicilio por 24 horas la madre habría realizado la denuncia por b úsqueda y localización en la comisaria XX Metropolitana   y que a través de la publicación en las redes sociales  la misma fue localizada.  Qué efectivos de la comisaria XX  Metropolitana  habrían acompañado a la madre a retirar a la adolescente del domicilio donde se encontraba.  A pesar de la advertencia de la madre  hacia SUJETO  nuevamente en la fecha de 08/05 volvió a escaparse hasta la casa de SUJETO   solicito acompañamiento a la comisaria  para retirar a su hija de la casa de SUJETO .  Que SUJETO reside en la ciudad de XXXX  XXXX sobre la calle XXXXX  y XXXXXX  en la casa funcionaria un taller de Moto.  Que desde la comisaria se labró acta de denuncia indic ándole que la denuncia pasaría en la fiscalía de XXXX   y que el lunes debe presentarse en la fiscalía.  Por otro lado se le orienta solicitar asistencia Psicológica.,0,0,0,1,0
" Por favor
si se puede verificar; en la Ciudad de Luque en la Dirección de XXXXX  SUJETO  y SUJETO estarían dos mujeres adultas y aproximadamente niñas y niños de meses de edad hasta  años. Las niñas y niños estarían expuestos a peligros ya que estarían caminando entre los vehículos para pedir a conductores y estarían realizando malabares; refiere que por la estatura al ser niñas y niños de muy corta edad dificultaría se las visualice.En la misma zona sobre la Calle XXXXX y XXXXX XXXX estaría una mujer adulta con un bebé en brazo y una niña de aproximadamente años de edad la niña estaría vendiendo juegos de azar a conductores de vehículos.   Las  familias serían de Comunidad Indígena.  Como referencia de la Zona se menciona el XXXXX   y la tienda XXXX.  ",0,0,0,0,0
  A través de la Línea 147 Fono Ayuda se comunica una persona de manera confidencial y reparte la siguiente situación:  Que en la dirección referida m ás arriba vivirían 3 ( tres ) niños cuyos nombres sería NNA  de 12 años de edad. NNA  de 10 años y NNA  de 8 años con su madre la señora SUJETO  de 32 años aproximadamente.  Que los niños estarían siendo vulnerados por la madre que no estarían escolarizados y  que adem ás no estarían recibiendo  cuidado adecuadamente de parte de su progenitora.  En cuanto a higiene se les observa con falta de higiene que siempre se le ve con la misma ropa por tres o cuatro días.  Agrega que  deambularían por la calle por varias horas al día y que en ocasiones no tendrían alimentos y que saldrían a pedir alimentos a los vecinos.  ,0,1,0,0,0
 A través de la Línea 147 Fono Ayuda se comunica una mujer SUJETO desde el n úmero XXXXXX  e indica la siguiente situación. Que en la dirección mencionada arriba referida estarían 5 NNA de PO que también estaría una mujer adulta sentada en la vereda.  Desde  el  servicio se deriva a DRI CALLE. ,0,0,0,0,0
 A través de la Línea 147 Fono Ayuda se comunica una persona de manera confidencial y refiere la siguiente situación: Que el adolescente NNA de 17 años  de edad estaría residiendo en la ciudad de XXXXXX Barrio XXXXX  XXXX una cuadra pasando la Universidad Nacional de Asunción sería un edificio de dos pisos que sería alquilado  por estudiantes de la Universidad.  Se refiere que el adolescente estaría muy afectado por los problemas familiares ( mam á  y abuelos maternos ) El mismo sería oriundo de XXXXX - Distrito de XXXXXX  en la compañía XXXXXX.  El adolescente estaría desde el mes de diciembre en la ciudad de XXXXX  haciendo  cursillo  de ingreso para XXXXXX en el turno mañana.  Se indica que el adolescente  se sentiría muy hostigado por su madre que la madre le reclama todo el día que él debe ingresar de lo contrario ella ya no se responsabilizaría por el  que solo por ahora ella la acompañaría sus estudios y que si no ingresa él ya se buscaría trabajo para estudiar.  Se agrega  que en la fecha de hoy 10/05 la madre se había comunicado con él en donde le había indicado que todos los animales habían muerto y que estaría con mucha cuenta El mismo indica que se siente como una carga para su familia y que no sabe qué hacer.   El n úmero del adolescente es NNA  y el n úmero de teléfono es el XXXXXX  .El mismo sería quien se comunicó al servicio pidiendo ayuda.,0,1,0,0,0
 Se comunicó una persona a través de la Línea 147 Fono Ayuda  quien solicito la confidencialidad de sus datos y refiere cuanto sigue: Que en la dirección referida m ás arriba estarían viviendo los niños NNA  de 7 años y el niño NNA de 6 años  de con su padre el señor SUJETO  de 25 años de edad. De la   madre de los niños se desconoce datos personales.La pareja estaría  separada desde hace meses  y que habría otra niña NNA S/D de meses de edad.  Que la madre vivía con sus tres hijos en  la ciudad de XXXX  XXXXX pero que hace 15 días le había llevado a los dos niños en la casa de los abuelos paternos y en donde reside el padre en la ciudad de XXXXX XXXXXX.  Que los niños estarían siendo maltratado de manera  Psicológico de parte de los familiares paternos .Que los familiares se referirían a los gritos hacia los niños que adem ás no estarían recibiendo la atención adecuada.  Que a los niños se le escucha siempre llorando y llam ándole a su madre.    Que el niño NNA tendría  condición (TEA ). ,1,1,0,0,0
 A través de la línea 147 Fono Ayuda se comunicó la Sra. SUJETO  desde el teléfono XXXXXX  y manifestó la siguiente situación:  Que es madre de la niña NNA  de 6 años que desde hace seis meses est á separada del padre el Sr SUJETO  de 37 años la niña vive con la madre en la ciudad de XXXXX en la dirección mencionada m ás arriba.-  Refiere la Sra. SUJETO  que el padre se relaciona con la niña a través de un acuerdo verbal que podría visitarla los fines de semana refiere que se había separado del Sr. SUJETO  luego de recibir maltratos sistem áticos de su parte hace seis meses solicitó medidas de protección al juzgado de paz. Manifestó que el Sr. SUJETO  es conductor de ómnibus de la línea XX  y que al momento de que ella sale de la casa para dirigirse al trabajo siendo las 05:30 hs el padre se presenta en la casa de la vecina del frente donde queda la niña con una niñera y la retira sin el permiso de la madre muchas veces fuera de la voluntad de la niña la lleva a todos sus viajes de trabajo que realiza al conducir la línea de colectivo y en varias ocasiones la niña no asiste a la escuela  y la retorna a la casa en horas de la noche est á escolarizada en el Colegio XXXXXX - turno tarde primer grado. La niña varias veces manifestó a la madre que no desea ir con el padre que no la lleve en horas de la madrugada de la casa se incomoda con el padre porque el Sr. SUJETO la interroga constantemente sobre las acciones que realiza la madre durante el día que come quien la visita donde va etc Adem ás de que desea acudir regularmente a la escuela y si el padre la lleva retorna recién en horas de la noche.-  Reporta que desde el s ábado pasado (10/05) la madre no tiene noticias de su hija que el padre la habría retirado al medio día sin que ella esté presente y desde ese momento perdió comunicación con el Sr. SUJETO el Sr. no atiende las llamadas la madre se encuentra desesperada ya recurrió a la policía nacional presentó denuncia en la comisaria tercera de XXXXX. Pidió a los oficiales que la acompañen a verificar si la niña se encuentra en casa de los abuelos paternos así lo hicieron pero a la niña la habrían llevado aparentemente a casa de otro familiar por la parte trasera de la casa seg ún el Sr. SUJETO  le manifestó que ya no permitir á que la niña vuelva con ella por tal motivo la madre solicita acciones en favor de la niña refiere que entre la niña y la familia paterna no existe vínculo cercano dado que dado que la niña no se habría relacionado con los mismos.-   Provee contacto del padre Sr. SUJETO  telf: XXXXXXXX el mismo  fija residencia en casa de los abuelos paternos de la niña ubicada en la ciudad de XXXXX Compañía XXXXXXXXXX hacia el desvío XXXXXX - XXX XXXXXXXXX.-     ,0,1,1,0,0
